Ad_ID,Campaign_Name,Clicks,Impressions,Cost,Leads,Conversions,Conversion Rate,Sale_Amount,Ad_Date,Location,Device,Keyword
A1605,Data Analytics Course,195,5135,226.37,17,3,1.54,1498.65,24-Nov-24,Hyderabad,Desktop,Data Anaytics Training
A1536,Data Analytics Course,166,5524,205.53,25,7,4.22,1241.0,24-Nov-24,Hyderabad,Mobile,Analyticss For Data
A1111,Data Analytics Course,174,4704,192.32,21,10,5.75,1501.0,24-Nov-24,Hyderabad,Mobile,Learn Data Analyticss
A2941,Data Analytics Course,163,4114,224.8,18,8,4.91,1493.0,24-Nov-24,Hyderabad,Desktop,Online Data Analytics
A2459,Data Analytics Course,105,4236,180.2,12,7,6.67,1498.65,24-Nov-24,Hyderabad,Mobile,Learn Data Analyticss
A3326,Data Analytics Course,158,4819,185.34,17,9,5.7,1066.0,24-Nov-24,Hyderabad,Mobile,Data Anaytics Training
A3421,Data Analytics Course,199,4387,206.92,20,9,4.52,1054.0,24-Nov-24,Hyderabad,Mobile,Data Anaytics Training
A3063,Data Analytics Course,189,5404,218.41,17,10,5.29,1418.0,24-Nov-24,Hyderabad,Mobile,Learn Data Analyticss
A1479,Data Analytics Course,120,4666,180.72,30,3,2.5,1627.0,24-Nov-24,Hyderabad,Mobile,Analyticss For Data
A1958,Data Analytics Course,91,3694,234.02,23,5,5.49,1498.65,24-Nov-24,Hyderabad,Desktop,Online Data Analytics
A1116,Data Analytics Course,93,3425,229.76,26,4,4.3,1344.0,24-Nov-24,Hyderabad,Mobile,Online Data Analytics
A2904,Data Analytics Course,103,3762,187.11,12,9,8.74,1096.0,24-Nov-24,Hyderabad,Mobile,Learn Data Analyticss
A1615,Data Analytics Course,182,3487,211.71,23,7,3.85,1027.0,24-Nov-24,Hyderabad,Mobile,Data Analyticss Online
A3266,Data Analytics Course,122,4556,243.84,26,4,3.28,1164.0,24-Nov-24,Hyderabad,Mobile,Online Data Analytics
A1549,Data Analytics Course,163,3340,217.35,26,7,4.29,1751.0,24-Nov-24,Hyderabad,Tablet,Data Anaytics Training
A3154,Data Analytics Course,166,4176,243.1,16,9,5.42,1147.0,24-Nov-24,Hyderabad,Desktop,Learn Data Analyticss
A2843,Data Analytics Course,102,4512,183.01,20,5,4.9,1544.0,24-Nov-24,Hyderabad,Tablet,Analyticss For Data
A1476,Data Analytics Course,196,3205,188.82,24,8,4.08,1837.0,24-Nov-24,Hyderabad,Desktop,Data Analyticss Course
A2792,Data Analytics Course,186,5685,197.15,18,10,5.38,1273.0,24-Nov-24,Hyderabad,Desktop,Data Analyticss Course
A1679,Data Analytics Course,116,4538,221.74,23,9,7.76,1639.0,24-Nov-24,Hyderabad,Desktop,Data Anaytics Training
A1673,Data Analytics Course,132,3754,180.88,21,10,7.58,1601.0,24-Nov-24,Hyderabad,Mobile,Online Data Analytics
A1048,Data Analytics Course,168,4653,240.84,27,9,5.36,1367.0,24-Nov-24,Hyderabad,Mobile,Online Data Analytics
A2779,Data Analytics Course,191,3948,208.43,23,7,3.66,1450.0,24-Nov-24,Hyderabad,Tablet,Data Analyticss Course
A2129,Data Analytics Course,134,4707,239.9,29,8,5.97,1383.0,24-Nov-24,Hyderabad,Mobile,Learn Data Analyticss
A1677,Data Analytics Course,179,5091,238.62,10,6,3.35,1259.0,24-Nov-24,Hyderabad,Mobile,Learn Data Analyticss
A2438,Data Analytics Course,179,3338,218.33,30,7,3.91,1498.65,24-Nov-24,Hyderabad,Desktop,Data Analyticss Online
A2367,Data Analytics Course,179,4005,232.47,16,10,5.59,1553.0,24-Nov-24,Hyderabad,Desktop,Analyticss For Data
A1980,Data Analytics Course,93,4054,244.73,11,8,8.6,1066.0,24-Nov-24,Hyderabad,Desktop,Online Data Analytics
A1051,Data Analytics Course,101,3942,206.62,16,5,4.95,1746.0,24-Nov-24,Hyderabad,Tablet,Analyticss For Data
A1741,Data Analytics Course,85,3713,225.74,23,5,5.88,1867.0,24-Nov-24,Hyderabad,Tablet,Data Analyticss Online
A2978,Data Analytics Course,145,3779,182.65,27,4,2.76,1364.0,24-Nov-24,Hyderabad,Tablet,Analyticss For Data
A3089,Data Analytics Course,113,4258,232.25,16,10,8.85,1374.0,24-Nov-24,Hyderabad,Mobile,Online Data Analytics
A2696,Data Analytics Course,139,5947,206.33,14,9,6.47,1188.0,24-Nov-24,Hyderabad,Tablet,Analyticss For Data
A2376,Data Analytics Course,162,5997,240.29,20,5,3.09,1144.0,24-Nov-24,Hyderabad,Mobile,Data Analyticss Online
A1303,Data Analytics Course,105,3670,245.85,24,9,8.57,1653.0,24-Nov-24,Hyderabad,Tablet,Data Analyticss Course
A1482,Data Analytics Course,168,3934,246.09,24,6,3.57,1592.0,24-Nov-24,Hyderabad,Tablet,Data Analyticss Online
A2883,Data Analytics Course,103,4409,246.87,18,8,7.77,1136.0,24-Nov-24,Hyderabad,Desktop,Online Data Analytics
A1161,Data Analytics Course,143,3901,191.38,29,4,2.8,1786.0,24-Nov-24,Hyderabad,Mobile,Learn Data Analyticss
A1723,Data Analytics Course,138,5555,188.55,14,8,5.8,1593.0,24-Nov-24,Hyderabad,Desktop,Data Anaytics Training
A1660,Data Analytics Course,124,5716,217.84,28,8,6.45,1791.0,24-Nov-24,Hyderabad,Mobile,Data Anaytics Training
A2114,Data Analytics Course,168,4710,214.49,15,9,5.36,1466.0,24-Nov-24,Hyderabad,Mobile,Data Anaytics Training
A2418,Data Analytics Course,139,5494,187.68,23,8,5.76,1402.0,24-Nov-24,Hyderabad,Tablet,Data Analyticss Course
A1904,Data Analytics Course,134,3623,221.65,19,5,3.73,1937.0,24-Nov-24,Hyderabad,Desktop,Data Analyticss Online
A2641,Data Analytics Course,180,5545,238.85,30,10,5.56,1971.0,24-Nov-24,Hyderabad,Desktop,Data Analyticss Course
A2552,Data Analytics Course,104,5926,224.63,17,8,7.69,1239.0,24-Nov-24,Hyderabad,Mobile,Learn Data Analyticss
A3475,Data Analytics Course,188,4727,245.59,12,6,3.19,1321.0,24-Nov-24,Hyderabad,Mobile,Learn Data Analyticss
A1438,Data Analytics Course,117,4367,233.27,24,3,2.56,1238.0,24-Nov-24,Hyderabad,Tablet,Learn Data Analyticss
A1007,Data Analytics Course,184,5060,229.61,23,3,1.63,1509.0,24-Nov-24,Hyderabad,Tablet,Analyticss For Data
A1728,Data Analytics Course,138,4025,220.96,21,7,5.07,1416.0,24-Nov-24,Hyderabad,Tablet,Data Analyticss Online
A1366,Data Analytics Course,130,3092,211.39,28,7,5.38,1031.0,24-Nov-24,Hyderabad,Tablet,Data Analyticss Course
A1008,Data Analytics Course,113,5434,215.09062325209752,27,4,3.54,1362.0,24-Nov-24,Hyderabad,Tablet,Data Anaytics Training
A2105,Data Analytics Course,194,4523,217.93,29,7,3.61,1457.0,25-Nov-24,Hyderabad,Mobile,Data Analyticss Course
A3194,Data Analytics Course,107,4816,243.41,20,5,4.67,1498.65,25-Nov-24,Hyderabad,Tablet,Data Analyticss Course
A2838,Data Analytics Course,85,5962,201.12,20,10,11.76,1728.0,25-Nov-24,Hyderabad,Mobile,Data Analyticss Course
A2662,Data Analytics Course,173,3829,221.28,29,4,2.31,1417.0,25-Nov-24,Hyderabad,Desktop,Learn Data Analyticss
A1603,Data Analytics Course,149,5601,222.01,15,6,4.03,1514.0,25-Nov-24,Hyderabad,Desktop,Analyticss For Data
A3422,Data Analytics Course,181,4103,215.09062325209752,24,8,4.42,1103.0,25-Nov-24,Hyderabad,Mobile,Data Analyticss Online
A2666,Data Analytics Course,199,3717,226.84,27,3,1.51,1449.0,25-Nov-24,Hyderabad,Mobile,Data Anaytics Training
A1520,Data Analytics Course,127,5964,182.01,26,7,5.51,1490.0,25-Nov-24,Hyderabad,Desktop,Data Analyticss Course
A1848,Data Analytics Course,121,3557,237.03,16,7,5.79,1255.0,25-Nov-24,Hyderabad,Mobile,Data Analyticss Online
A3332,Data Analytics Course,157,4062,223.72,24,8,5.1,1498.65,25-Nov-24,Hyderabad,Tablet,Data Analyticss Online
A1933,Data Analytics Course,190,3461,205.22,28,10,5.26,1616.0,25-Nov-24,Hyderabad,Mobile,Online Data Analytics
A2793,Data Analytics Course,91,3199,196.04,27,4,4.4,1737.0,25-Nov-24,Hyderabad,Tablet,Data Anaytics Training
A1343,Data Analytics Course,109,4114,243.33,18,6,5.5,1456.0,25-Nov-24,Hyderabad,Tablet,Learn Data Analyticss
A2763,Data Analytics Course,103,3844,232.39,13,7,6.8,1763.0,25-Nov-24,Hyderabad,Mobile,Learn Data Analyticss
A1908,Data Analytics Course,169,3619,246.66,28,3,1.78,1354.0,25-Nov-24,Hyderabad,Desktop,Online Data Analytics
A2753,Data Analytics Course,126,4906,222.92,16,9,7.14,1443.0,25-Nov-24,Hyderabad,Mobile,Learn Data Analyticss
A1978,Data Analytics Course,106,3102,214.56,12,7,6.6,1881.0,25-Nov-24,Hyderabad,Mobile,Learn Data Analyticss
A1979,Data Analytics Course,129,4856,230.13,23,7,5.43,1720.0,25-Nov-24,Hyderabad,Tablet,Learn Data Analyticss
A1330,Data Analytics Course,139,4615,194.89,12,6,4.32,1923.0,25-Nov-24,Hyderabad,Tablet,Data Anaytics Training
A3323,Data Analytics Course,164,4151,219.97,30,9,5.49,1498.65,25-Nov-24,Hyderabad,Desktop,Online Data Analytics
A2731,Data Analytics Course,91,3576,243.02,28,8,8.79,1567.0,25-Nov-24,Hyderabad,Mobile,Data Anaytics Training
A1568,Data Analytics Course,128,5026,239.88,15,9,7.03,1745.0,25-Nov-24,Hyderabad,Mobile,Analyticss For Data
A2011,Data Analytics Course,139,5849,215.09062325209752,27,3,2.16,1146.0,25-Nov-24,Hyderabad,Tablet,Learn Data Analyticss
A2020,Data Analytics Course,111,5003,213.34,29,3,2.7,1938.0,25-Nov-24,Hyderabad,Tablet,Analyticss For Data
A1887,Data Analytics Course,176,5960,245.33,19,8,4.55,1761.0,25-Nov-24,Hyderabad,Tablet,Analyticss For Data
A3428,Data Analytics Course,169,5326,215.09062325209752,30,5,2.96,1030.0,25-Nov-24,Hyderabad,Desktop,Data Analyticss Online
A2053,Data Analytics Course,128,4314,181.68,28,5,3.91,1456.0,25-Nov-24,Hyderabad,Mobile,Analyticss For Data
A2059,Data Analytics Course,110,4394,194.23,28,3,2.73,1394.0,25-Nov-24,Hyderabad,Tablet,Analyticss For Data
A1034,Data Analytics Course,121,5610,214.96,23,8,6.61,1498.65,25-Nov-24,Hyderabad,Mobile,Data Analyticss Course
A2685,Data Analytics Course,165,5406,237.32,23,10,6.06,1002.0,25-Nov-24,Hyderabad,Tablet,Data Analyticss Course
A3466,Data Analytics Course,98,4655,182.99,21,10,10.2,1918.0,25-Nov-24,Hyderabad,Desktop,Data Analyticss Course
A1855,Data Analytics Course,122,5882,189.76,25,7,5.74,1357.0,25-Nov-24,Hyderabad,Tablet,Analyticss For Data
A3468,Data Analytics Course,102,5246,234.71,20,4,3.92,1903.0,25-Nov-24,Hyderabad,Tablet,Data Anaytics Training
A3094,Data Analytics Course,111,5382,219.59,29,5,4.5,1464.0,25-Nov-24,Hyderabad,Desktop,Analyticss For Data
A2095,Data Analytics Course,103,4885,221.05,21,10,9.71,1498.65,25-Nov-24,Hyderabad,Mobile,Online Data Analytics
A3418,Data Analytics Course,183,5971,207.43,10,7,3.83,1325.0,25-Nov-24,Hyderabad,Tablet,Online Data Analytics
A2522,Data Analytics Course,152,4498,233.81,30,6,3.95,1090.0,25-Nov-24,Hyderabad,Desktop,Data Analyticss Online
A3351,Data Analytics Course,189,3588,191.74,22,9,4.76,1893.0,25-Nov-24,Hyderabad,Desktop,Data Analyticss Course
A1442,Data Analytics Course,146,4633,186.07,26,3,2.05,1053.0,25-Nov-24,Hyderabad,Desktop,Data Anaytics Training
A2559,Data Analytics Course,135,5582,209.14,28,5,3.7,1912.0,25-Nov-24,Hyderabad,Tablet,Online Data Analytics
A3248,Data Analytics Course,176,3906,214.0,29,4,2.27,1382.0,25-Nov-24,Hyderabad,Tablet,Online Data Analytics
A1154,Data Analytics Course,177,5671,210.74,19,6,3.39,1172.0,25-Nov-24,Hyderabad,Tablet,Data Analyticss Course
A3247,Data Analytics Course,183,5746,248.15,14,5,2.73,1012.0,25-Nov-24,Hyderabad,Tablet,Data Analyticss Course
A2963,Data Analytics Course,186,4790,233.42,10,3,1.61,1201.0,25-Nov-24,Hyderabad,Desktop,Data Anaytics Training
A1098,Data Analytics Course,189,5357,222.5,24,3,1.59,1839.0,25-Nov-24,Hyderabad,Tablet,Data Analyticss Course
A3283,Data Analytics Course,195,4195,231.87,13,10,5.13,1834.0,25-Nov-24,Hyderabad,Desktop,Learn Data Analyticss
A2878,Data Analytics Course,143,5160,248.04,21,10,6.99,1780.0,25-Nov-24,Hyderabad,Mobile,Data Analyticss Online
A2375,Data Analytics Course,151,5826,226.53,16,8,5.3,1511.0,25-Nov-24,Hyderabad,Desktop,Learn Data Analyticss
A1184,Data Analytics Course,131,3913,203.69,14,10,7.63,1079.0,25-Nov-24,Hyderabad,Desktop,Data Anaytics Training
A1187,Data Analytics Course,167,3662,235.43,10,7,4.19,1684.0,25-Nov-24,Hyderabad,Mobile,Data Anaytics Training
A1487,Data Analytics Course,192,3407,223.29,29,9,4.69,1538.0,25-Nov-24,Hyderabad,Tablet,Data Anaytics Training
A2128,Data Analytics Course,88,5781,246.82,21,6,6.82,1020.0,25-Nov-24,Hyderabad,Tablet,Data Analyticss Online
A2983,Data Analytics Course,184,5903,182.5,15,10,5.43,1230.0,25-Nov-24,Hyderabad,Mobile,Learn Data Analyticss
A2553,Data Analytics Course,139,5785,195.39,15,10,7.19,1296.0,25-Nov-24,Hyderabad,Tablet,Analyticss For Data
A3508,Data Analytics Course,163,4813,190.77,22,8,4.91,1498.65,25-Nov-24,Hyderabad,Desktop,Online Data Analytics
A2421,Data Analytics Course,81,4808,189.19,17,9,11.11,1759.0,25-Nov-24,Hyderabad,Desktop,Online Data Analytics
A2896,Data Analytics Course,91,4641,182.84,12,9,9.89,1235.0,25-Nov-24,Hyderabad,Mobile,Data Analyticss Online
A2519,Data Analytics Course,178,5218,208.92,20,7,3.93,1714.0,25-Nov-24,Hyderabad,Mobile,Analyticss For Data
A2911,Data Analytics Course,182,4444,188.86,19,9,4.95,1555.0,25-Nov-24,Hyderabad,Desktop,Data Analyticss Course
A2908,Data Analytics Course,154,5763,240.35,20,10,6.49,1816.0,25-Nov-24,Hyderabad,Mobile,Data Analyticss Online
A2497,Data Analytics Course,111,3177,224.51,18,8,7.21,1946.0,25-Nov-24,Hyderabad,Desktop,Learn Data Analyticss
A2491,Data Analytics Course,161,4611,228.34,26,7,4.35,1473.0,25-Nov-24,Hyderabad,Tablet,Data Analyticss Online
A2926,Data Analytics Course,134,4790,182.49,19,5,3.73,1082.0,25-Nov-24,Hyderabad,Desktop,Analyticss For Data
A2489,Data Analytics Course,127,3541,239.47,16,10,7.87,1474.0,25-Nov-24,Hyderabad,Tablet,Data Anaytics Training
A2534,Data Analytics Course,162,5688,190.31,17,5,3.09,1556.0,25-Nov-24,Hyderabad,Tablet,Data Analyticss Course
A2476,Data Analytics Course,103,4670,203.4,21,4,3.88,1562.0,25-Nov-24,Hyderabad,Mobile,Analyticss For Data
A1113,Data Analytics Course,173,3501,223.9,28,10,5.78,1179.0,25-Nov-24,Hyderabad,Mobile,Data Analyticss Course
A2539,Data Analytics Course,141,4654,192.19,21,6,4.26,1932.0,25-Nov-24,Hyderabad,Mobile,Analyticss For Data
A2465,Data Analytics Course,191,5070,247.41,12,4,2.09,1266.0,25-Nov-24,Hyderabad,Mobile,Analyticss For Data
A2456,Data Analytics Course,198,3499,209.74,30,9,4.55,1893.0,25-Nov-24,Hyderabad,Desktop,Data Analyticss Course
A1459,Data Analytics Course,128,4532,183.28,11,7,5.47,1571.0,25-Nov-24,Hyderabad,Desktop,Data Anaytics Training
A1707,Data Analytics Course,128,4857,212.61,14,5,3.91,1538.0,25-Nov-24,Hyderabad,Desktop,Data Analyticss Online
A1718,Data Analytics Course,148,3668,245.79,15,10,6.76,1718.0,25-Nov-24,Hyderabad,Desktop,Data Analyticss Course
A1750,Data Analytics Course,147,5659,188.07,22,4,2.72,1796.0,25-Nov-24,Hyderabad,Mobile,Analyticss For Data
A1355,Data Analytics Course,177,3569,190.31,13,8,4.52,1403.0,25-Nov-24,Hyderabad,Mobile,Online Data Analytics
A2625,Data Analytics Course,105,4094,183.47,11,6,5.71,1817.0,25-Nov-24,Hyderabad,Mobile,Online Data Analytics
A2345,Data Analytics Course,172,3001,210.62,14,4,2.33,1192.0,25-Nov-24,Hyderabad,Tablet,Data Analyticss Online
A1260,Data Analytics Course,147,5162,186.79,30,7,4.76,1733.0,25-Nov-24,Hyderabad,Desktop,Analyticss For Data
A2230,Data Analytics Course,151,5957,188.22,15,8,5.3,1468.0,25-Nov-24,Hyderabad,Tablet,Analyticss For Data
A2231,Data Analytics Course,93,4689,197.54,15,4,4.3,1073.0,25-Nov-24,Hyderabad,Mobile,Data Analyticss Online
A3050,Data Analytics Course,117,5658,191.48,13,3,2.56,1779.0,25-Nov-24,Hyderabad,Mobile,Learn Data Analyticss
A1821,Data Analytics Course,139,4823,234.73,30,5,3.6,1361.0,25-Nov-24,Hyderabad,Mobile,Data Anaytics Training
A2630,Data Analytics Course,120,5915,241.95,26,3,2.5,1253.0,25-Nov-24,Hyderabad,Desktop,Analyticss For Data
A2240,Data Analytics Course,137,5445,237.51,20,5,3.65,1904.0,25-Nov-24,Hyderabad,Tablet,Learn Data Analyticss
A3055,Data Analytics Course,124,4523,209.92,15,4,3.23,1498.65,25-Nov-24,Hyderabad,Desktop,Data Analyticss Online
A1080,Data Analytics Course,127,5430,199.13,14,6,4.72,1932.0,25-Nov-24,Hyderabad,Mobile,Analyticss For Data
A1052,Data Analytics Course,157,3315,189.56,15,10,6.37,1026.0,25-Nov-24,Hyderabad,Mobile,Online Data Analytics
A1777,Data Analytics Course,112,4808,221.57,17,7,6.25,1186.0,25-Nov-24,Hyderabad,Desktop,Data Analyticss Online
A1420,Data Analytics Course,193,4919,247.24,19,4,2.07,1933.0,25-Nov-24,Hyderabad,Desktop,Data Analyticss Online
A1274,Data Analytics Course,100,4168,193.6,30,3,3.0,1692.0,25-Nov-24,Hyderabad,Desktop,Online Data Analytics
A1277,Data Analytics Course,148,4469,209.76,25,8,5.41,1498.65,25-Nov-24,Hyderabad,Tablet,Data Analyticss Course
A1646,Data Analytics Course,88,3475,191.96,12,7,7.95,1204.0,25-Nov-24,Hyderabad,Desktop,Online Data Analytics
A2321,Data Analytics Course,138,4699,202.54,26,9,6.52,1133.0,25-Nov-24,Hyderabad,Tablet,Online Data Analytics
A2134,Data Analytics Course,139,4234,201.93,16,4,2.88,1462.0,25-Nov-24,Hyderabad,Mobile,Analyticss For Data
A2204,Data Analytics Course,131,3626,193.68,27,3,2.29,1498.65,25-Nov-24,Hyderabad,Tablet,Data Analyticss Online
A2131,Data Analytics Course,195,3174,218.06,12,7,3.59,1476.0,25-Nov-24,Hyderabad,Mobile,Online Data Analytics
A1401,Data Analytics Course,89,3760,218.69,21,9,10.11,1474.0,25-Nov-24,Hyderabad,Desktop,Learn Data Analyticss
A1831,Data Analytics Course,143,5526,185.94,15,8,5.59,1712.0,25-Nov-24,Hyderabad,Desktop,Analyticss For Data
A2639,Data Analytics Course,187,5181,227.15,18,10,5.35,1516.0,25-Nov-24,Hyderabad,Tablet,Data Anaytics Training
A3486,Data Analytics Course,80,5699,213.94,17,6,7.5,1511.0,25-Nov-24,Hyderabad,Mobile,Learn Data Analyticss
A3205,Data Analytics Course,120,4453,240.34,23,8,6.67,1452.0,26-Nov-24,Hyderabad,Tablet,Online Data Analytics
A3329,Data Analytics Course,133,4241,197.26,25,9,6.77,1325.0,26-Nov-24,Hyderabad,Tablet,Data Anaytics Training
A1910,Data Analytics Course,162,5684,219.08,30,7,4.32,1295.0,26-Nov-24,Hyderabad,Desktop,Data Analyticss Course
A1504,Data Analytics Course,123,3340,225.16,23,8,6.5,1563.0,26-Nov-24,Hyderabad,Mobile,Online Data Analytics
A1477,Data Analytics Course,184,5463,224.58,30,6,3.26,1565.0,26-Nov-24,Hyderabad,Tablet,Data Anaytics Training
A3163,Data Analytics Course,84,5468,227.36,13,4,4.76,1228.0,26-Nov-24,Hyderabad,Tablet,Data Analyticss Course
A3340,Data Analytics Course,146,5075,215.09062325209752,13,9,6.16,1353.0,26-Nov-24,Hyderabad,Tablet,Analyticss For Data
A1815,Data Analytics Course,173,5463,232.38,17,5,2.89,1568.0,26-Nov-24,Hyderabad,Desktop,Analyticss For Data
A1758,Data Analytics Course,103,3547,232.35,11,8,7.77,1663.0,26-Nov-24,Hyderabad,Tablet,Learn Data Analyticss
A1447,Data Analytics Course,115,4345,229.71,15,4,3.48,1467.0,26-Nov-24,Hyderabad,Mobile,Data Analyticss Course
A3427,Data Analytics Course,199,5210,212.53,30,10,5.03,1749.0,26-Nov-24,Hyderabad,Mobile,Analyticss For Data
A1649,Data Analytics Course,147,3959,181.18,27,9,6.12,1627.0,26-Nov-24,Hyderabad,Mobile,Analyticss For Data
A1745,Data Analytics Course,111,3050,208.87,10,7,6.31,1774.0,26-Nov-24,Hyderabad,Tablet,Analyticss For Data
A1743,Data Analytics Course,158,3025,180.5,24,9,5.7,1725.0,26-Nov-24,Hyderabad,Tablet,Data Anaytics Training
A3234,Data Analytics Course,191,3302,207.75,18,9,4.71,1498.65,26-Nov-24,Hyderabad,Mobile,Learn Data Analyticss
A1385,Data Analytics Course,111,3550,231.81,10,9,8.11,1462.0,26-Nov-24,Hyderabad,Mobile,Data Anaytics Training
A3316,Data Analytics Course,92,3963,219.39,22,10,10.87,1834.0,26-Nov-24,Hyderabad,Mobile,Online Data Analytics
A1811,Data Analytics Course,152,5173,230.47,15,5,3.29,1779.0,26-Nov-24,Hyderabad,Desktop,Learn Data Analyticss
A1776,Data Analytics Course,160,5830,215.09062325209752,15,10,6.25,1270.0,26-Nov-24,Hyderabad,Mobile,Online Data Analytics
A1526,Data Analytics Course,143,5781,208.63,21,9,6.29,1443.0,26-Nov-24,Hyderabad,Mobile,Data Analyticss Online
A1527,Data Analytics Course,183,3790,202.48,21,8,4.37,1215.0,26-Nov-24,Hyderabad,Desktop,Data Anaytics Training
A1414,Data Analytics Course,99,4040,215.09062325209752,13,5,5.05,1502.0,26-Nov-24,Hyderabad,Tablet,Online Data Analytics
A3345,Data Analytics Course,195,3221,185.08,19,10,5.13,1905.0,26-Nov-24,Hyderabad,Tablet,Data Analyticss Course
A1664,Data Analytics Course,107,5299,207.36,19,8,7.48,1567.0,26-Nov-24,Hyderabad,Tablet,Data Anaytics Training
A3188,Data Analytics Course,175,3832,245.61,27,5,2.86,1388.0,26-Nov-24,Hyderabad,Desktop,Data Analyticss Online
A1797,Data Analytics Course,122,4523,217.66,25,10,8.2,1799.0,26-Nov-24,Hyderabad,Tablet,Data Analyticss Online
A1733,Data Analytics Course,190,3567,249.26,20,7,3.68,1517.0,26-Nov-24,Hyderabad,Desktop,Data Analyticss Online
A1878,Data Analytics Course,93,3015,232.01,21,4,4.3,1770.0,26-Nov-24,Hyderabad,Mobile,Learn Data Analyticss
A2137,Data Analytics Course,91,5294,245.21,21,7,7.69,1227.0,26-Nov-24,Hyderabad,Desktop,Online Data Analytics
A2207,Data Analytics Course,191,3333,187.71,13,5,2.62,1360.0,26-Nov-24,Hyderabad,Desktop,Learn Data Analyticss
A1225,Data Analytics Course,102,5149,229.48,27,9,8.82,1137.0,26-Nov-24,Hyderabad,Desktop,Learn Data Analyticss
A3498,Data Analytics Course,126,4960,228.68,30,3,2.38,1114.0,26-Nov-24,Hyderabad,Mobile,Online Data Analytics
A1234,Data Analytics Course,95,4562,187.62,24,9,9.47,1239.0,26-Nov-24,Hyderabad,Desktop,Data Anaytics Training
A2862,Data Analytics Course,104,4213,202.54,21,8,7.69,1065.0,26-Nov-24,Hyderabad,Tablet,Data Analyticss Course
A1054,Data Analytics Course,96,3166,196.15,29,7,7.29,1902.0,26-Nov-24,Hyderabad,Desktop,Learn Data Analyticss
A2228,Data Analytics Course,196,3440,212.98,15,5,2.55,1539.0,26-Nov-24,Hyderabad,Tablet,Learn Data Analyticss
A1053,Data Analytics Course,113,4945,187.66,15,10,8.85,1564.0,26-Nov-24,Hyderabad,Tablet,Learn Data Analyticss
A3034,Data Analytics Course,136,4096,228.79,19,10,7.35,1054.0,26-Nov-24,Hyderabad,Desktop,Data Anaytics Training
A2211,Data Analytics Course,83,4143,203.11,23,10,12.05,1517.0,26-Nov-24,Hyderabad,Mobile,Learn Data Analyticss
A1266,Data Analytics Course,186,3424,201.81,27,3,1.61,1337.0,26-Nov-24,Hyderabad,Desktop,Data Anaytics Training
A1039,Data Analytics Course,171,4304,192.61,17,10,5.85,1427.0,26-Nov-24,Hyderabad,Mobile,Learn Data Analyticss
A3579,Data Analytics Course,126,4558,195.36,23,3,2.38,1020.0,26-Nov-24,Hyderabad,Desktop,Online Data Analytics
A1270,Data Analytics Course,196,5476,204.63,19,4,2.04,1288.0,26-Nov-24,Hyderabad,Desktop,Data Anaytics Training
A2177,Data Analytics Course,112,4486,249.23,28,3,2.68,1572.0,26-Nov-24,Hyderabad,Desktop,Analyticss For Data
A2669,Data Analytics Course,184,3824,200.99,26,6,3.26,1023.0,26-Nov-24,Hyderabad,Mobile,Data Analyticss Online
A2588,Data Analytics Course,82,4534,203.89,10,6,7.32,1589.0,26-Nov-24,Hyderabad,Tablet,Online Data Analytics
A2341,Data Analytics Course,153,3953,237.56,20,6,3.92,1388.0,26-Nov-24,Hyderabad,Tablet,Learn Data Analyticss
A2342,Data Analytics Course,187,4891,223.99,14,8,4.28,1014.0,26-Nov-24,Hyderabad,Mobile,Online Data Analytics
A2346,Data Analytics Course,92,5728,224.5,14,9,9.78,1876.0,26-Nov-24,Hyderabad,Tablet,Online Data Analytics
A2507,Data Analytics Course,170,5953,186.11,25,8,4.71,1080.0,26-Nov-24,Hyderabad,Mobile,Data Analyticss Online
A3528,Data Analytics Course,132,5616,215.09062325209752,28,7,5.3,1491.0,26-Nov-24,Hyderabad,Desktop,Data Analyticss Online
A2918,Data Analytics Course,107,4428,187.08,28,8,7.48,1764.0,26-Nov-24,Hyderabad,Tablet,Data Analyticss Course
A1137,Data Analytics Course,122,4048,202.23,28,10,8.2,1498.65,26-Nov-24,Hyderabad,Mobile,Online Data Analytics
A2423,Data Analytics Course,90,5319,208.19,13,7,7.78,1719.0,26-Nov-24,Hyderabad,Tablet,Data Anaytics Training
A2419,Data Analytics Course,169,4523,180.58,30,7,4.14,1661.0,26-Nov-24,Hyderabad,Mobile,Data Anaytics Training
A2417,Data Analytics Course,153,4768,214.39,25,5,3.27,1837.0,26-Nov-24,Hyderabad,Tablet,Data Analyticss Online
A2174,Data Analytics Course,121,4088,223.85,19,3,2.48,1248.0,26-Nov-24,Hyderabad,Mobile,Online Data Analytics
A1344,Data Analytics Course,124,3947,198.11,11,4,3.23,1308.0,26-Nov-24,Hyderabad,Mobile,Data Analyticss Course
A2402,Data Analytics Course,197,4347,215.2,20,6,3.05,1204.0,26-Nov-24,Hyderabad,Desktop,Online Data Analytics
A2564,Data Analytics Course,181,5343,244.02,30,9,4.97,1639.0,26-Nov-24,Hyderabad,Mobile,Learn Data Analyticss
A3542,Data Analytics Course,121,3577,239.27,29,3,2.48,1735.0,26-Nov-24,Hyderabad,Desktop,Data Analyticss Online
A2368,Data Analytics Course,139,4315,196.3,24,5,3.6,1364.0,26-Nov-24,Hyderabad,Mobile,Data Analyticss Course
A2571,Data Analytics Course,160,3163,238.95,20,8,5.0,1569.0,26-Nov-24,Hyderabad,Desktop,Online Data Analytics
